match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty,Season 
2015169,Mohamed Yehia,,Home,Mohamed Khalifa,Cross,,2015-2016
2015169,Ramadan Sobhi,,Away,,Unknown,,2015-2016
2015170,Basem Morsy,,Home,Omar Gaber,Cross,,2015-2016
2015172,Ramy Adel,,Home,Mohamed Bazoka,Handball ,1,2015-2016
2015172,Abdelrahman Farouk,,Away,,Unknown,,2015-2016
2015172,Mohamed Fadl,,Home,Onosh,Penalty,1,2015-2016
2015172,Onosh,,Home,Mohamed Fadl,Pass,,2015-2016
2015173,Ahmed Eid,,Away,Abdelaziz Tawfik,Pass,,2015-2016
2015174,Dodo Elgabas,,Home,Stanley Ohawuchi,Cross,,2015-2016
2015174,Mohamed Alaa,,Away,,Unknown,,2015-2016
2015175,Ahmed Raouf,,Home,Ahmed Yasser,Cross,,2015-2016
2015175,Ahmed Kaboria,,Home,Ahmed Yasser,Pass,,2015-2016
2015175,Ahmed Raouf,,Home,Said Mourad,Pass,,2015-2016
2015175,Ahmed Raouf,,Home,Elsayed Abdelaal,Cross,,2015-2016
2015176,Ahmed Temsah,,Home,Amr El Monoufy,Pass,,2015-2016
2015176,Hossam Paulo,,Home,Mohamed Hamdi,Cross,,2015-2016
2015176,Mohamed Hamdi,,Home,Ahmed Temsah,Corner,,2015-2016
2015176,Nana Poku,,Away,,Unknown,,2015-2016
2015176,Hosny Fathi,,Away,Hany Said,Pass,,2015-2016
2015176,Ouka,1,Home,Mohamed Hamdi,Cross,,2015-2016
2015176,Omar Najdi,,Away,,Unknown,,2015-2016
2015177,Hosny Abd Rabo,,Away,Marwan Mohsen,Header,,2015-2016
2015178,Abdallah El Said,,Home,Ramadan Sobhi,Penalty,1,2015-2016
2015178,Abdallah El Said,,Home,Sabri Rahil,Pass,,2015-2016
2015179,Salah Amin,,Home,,Unknown,,2015-2016
2015179,Emmanuel Mayuka,,Away,Mohamed Adel Gomaa,Cross,,2015-2016
2015179,Salah Amin,,Home,Mohamed Farouk,Unknown,,2015-2016
2015179,Mahmoud Fathallah,,Home,Salah Amin,Penalty,1,2015-2016
2015180,Ramadan Sobhi,,Home,Abdallah El Said,Pass,,2015-2016
2015180,Mido Gaber,,Away,,Unknown,,2015-2016
2015180,Amr Gamal,,Home,Abdallah El Said,Pass,,2015-2016
2015181,Mohamed Koffi,,Home,Emmanuel Mayuka,Unknown,,2015-2016
2015181,Emmanuel Mayuka,,Home,Ayman Hefny,Unknown,,2015-2016
2015182,Amr Marei,,Away,Abdelaziz Mousa,Pass,,2015-2016
2015182,Cyrille Bayala,,Away,Amr Marei,Cross,,2015-2016
2015182,Hermann Kouao,,Home,Akram Abd Rabo,Cross,,2015-2016
2015183,Mahmoud Alaa,,Away,Florent Malouda,Free kick,,2015-2016
2015184,Ahmed Gomaa,,Away,Said Mourad,Cross,,2015-2016
2015185,Hossam Paulo,,Away,Omar Saad,Cross,,2015-2016
2015186,Ahmed Abdelaziz,,Away,,Unknown,,2015-2016
2015187,Marwan Mohsen,,Home,Hosny Abd Rabo,Pass,,2015-2016
2015189,Hossam Paulo,,Home,Islam Mohareb,Cross,,2015-2016
2015189,Mohamed Bassiouny,,Away,Ahmed Adel,Cross,,2015-2016
2015190,Mostafa Gamal,,Home,Ahmed Safi,Cross,,2015-2016
2015190,Alaa Shaaban,,Home,,Unknown,,2015-2016
2015190,Wilson Akakpo,1,Home,Mostafa Gamal,Header,,2015-2016
2015190,Sayed Gad,1,Away,Ahmed Yasser,Unknown,,2015-2016
2015191,Mahmoud Fathallah,,Home,Mohamed Farouk,Penalty,1,2015-2016
2015192,Moatasem Salem,,Away,Shemeles Bekele,Cross,,2015-2016
2015192,Ehab El Masry,,Home,Kofi Owusu,Unknown,,2015-2016
2015192,Ibrahim El Shayeb,,Home,,Unknown,,2015-2016
2015193,Youssef Obama,,Away,,Unknown,,2015-2016
2015196,Florent Malouda,,Home,Hossam Arafat,Pass,,2015-2016
2015197,Abdallah El Said,,Home,Ramadan Sobhi,Penalty,1,2015-2016
2015197,Momen Zakaria,,Home,,Unknown,,2015-2016
2015198,Ramy Adel,,Away,Islam Fouad,Penalty,1,2015-2016
2015199,Mohamed Rizk,,Home,,Unknown,,2015-2016
2015199,Ahmed Shedid Kenawi,,Home,Arafa El Sayed,Cross,,2015-2016
2015200,Ahmed Gaafar,,Home,Mohamed Ragab,Pass,,2015-2016
2015200,Amr Hassan,,Home,Ahmed Gaafar,Pass,,2015-2016
2015200,Mohamed Ragab,,Home,Ahmed Gaafar,Pass,,2015-2016
2015200,Mahmoud Fathallah,,Away,Walid Hassan,Penalty,1,2015-2016
2015201,Ahmed El Esh,,Away,Mohamed Sherif,Pass,,2015-2016
2015201,Florent Malouda,,Away,Mohamed Sherif,Pass,,2015-2016
2015202,Eric Traoré,,Away,Osama Marei,Pass,,2015-2016
2015202,Nana Poku,,Home,Mido Gaber,Cross,,2015-2016
2015202,Amr Barakat,,Home,Mido Gaber,Pass,,2015-2016
2015202,Mido Gaber,,Home,Hussein El Shahat,Cross,,2015-2016
2015203,Hossam Paulo,,Away,Mansou Kouakou,Pass,,2015-2016
2015204,Momen Zakaria,,Away,Hussein El Sayed,Cross,,2015-2016
2015204,Ahmed Fathi,,Away,Momen Zakaria,Pass,,2015-2016
2015204,Mohamed Abdelsalam,1,Away,,Unknown,,2015-2016
2015204,Ahmed Fathi,,Away,Amr Gamal,Cross,,2015-2016
2015204,Salah Rico,,Home,Mohamed Hany,Handball ,1,2015-2016
2015204,Abdoulaye Cissé,,Home,Mohamed Bassiouny,Unknown,,2015-2016
2015204,Abdoulaye Cissé,,Home,Mohamed Bassiouny,Pass,,2015-2016
2015204,Amr Gamal,,Away,Ramadan Sobhi,Pass,,2015-2016
2015205,Youssef Obama,,Home,Ashour El Adham,Pass,,2015-2016
2015205,Mohamed Abdelmaguid,,Home,Mohamed Abdelmaguid,Penalty,1,2015-2016
2015206,Emmanuel Banahene,,Away,Ahmed Samir,Cross,,2015-2016
2015207,Amr Marei,,Home,Mohamed Gamal Treka,Pass,,2015-2016
2015208,Mohamed Ragab,,Away,Ahmed El Shenawy,Unknown,,2015-2016
2015208,Mohamed Ragab,,Away,Ahmed Gaafar,Pass,,2015-2016
2015208,Mohamed Fadl,,Home,Onosh,Unknown,,2015-2016
2015208,Ahmed Ali,,Home,Mohamed Fadl,Header,,2015-2016
2015209,Mohamed Bassiouny,,Away,Salah Rico,Pass,,2015-2016
2015209,Junior Mapuku,,Home,Karim Mamdouh,Cross,,2015-2016
2015209,Florent Malouda,,Home,Mohamed Sherif,Unknown,,2015-2016
2015210,Marwan Mohsen,,Home,Bahaa Magdy,Cross,,2015-2016
2015210,Ibrahim Hassan,,Home,Ahmed Samir,Pass,,2015-2016
2015211,Hossam Paulo,,Away,Mahmoud Ezzat,Penalty,1,2015-2016
2015212,Ibrahim Abdel-Khalik,,Away,Mohamed Adel Gomaa,Cross,,2015-2016
2015213,Ahmed Sherwyda,,Away,,Unknown,,2015-2016
2015213,Osama Ibrahim,1,Home,,Unknown,,2015-2016
2015214,Mahmoud Fathallah,,Home,,Unknown,,2015-2016
2015214,Gedo,,Home,Walid Hassan,Pass,,2015-2016
2015214,Nana Poku,,Away,Omar Najdi,Cross,,2015-2016
2015215,Moussa Dao,,Away,,Unknown,,2015-2016
2015215,Ahmed Kaboria,,Away,Moussa Dao,Pass,,2015-2016
2015215,Mohamed Mosaad,,Away,Ahmed Kaboria,Cross,,2015-2016
2015215,Ramadan Sobhi,,Home,Elsayed Abdelaal,Handball ,1,2015-2016
2015215,Hossam Ghaly,,Home,Ramadan Sobhi,Pass,,2015-2016
2015216,Torric Jebrin,,Away,Emmanuel Banahene,Pass,,2015-2016
2015216,Emmanuel Banahene,,Away,Ahmed Samir,Pass,,2015-2016
2015216,Mahdi Sobhi,,Home,Islam Gamal,Pass,,2015-2016
2015216,Ibrahim Hassan,,Home,Islam Gamal,Pass,,2015-2016
2015218,Eric Traoré,,Away,Mohamed El Fayoumi,Pass,,2015-2016
2015218,Eric Traoré,,Away,Fouad Salama,Free kick,,2015-2016
2015218,Shamama,,Home,Salah Rico,Cross,,2015-2016
2015218,Samuel Owusu,,Home,Ahmed Adel,Cross,,2015-2016
2015220,Ashour El Adham,,Away,,Unknown,,2015-2016
2015221,Mohamed Fadl,,Away,Mohamed Shaaban,Free kick,,2015-2016
2015223,Islam Mohareb,,Home,Hossam Paulo,Header,,2015-2016
2015223,Abdallah El Said,,Away,Malick Evouna,Pass,,2015-2016
2015223,Abdallah El Said,,Away,Malick Evouna,Penalty,1,2015-2016
2015223,Momen Zakaria,,Away,Walid Soliman,Pass,,2015-2016
2015224,Basem Morsy,,Home,Kahraba,Cross,,2015-2016
2015225,Asem Said,,Home,Mohamed Gamal Treka,Pass,,2015-2016
2015225,Nana Poku,,Away,Hussein El Shahat,Cross,,2015-2016
2015225,Hesham Mohamed,,Away,Hussein El Shahat,Pass,,2015-2016
2015225,Nana Poku,,Away,Mido Gaber,Cross,,2015-2016
2015226,Ahmed Kaboria,,Away,Said Mourad,Free kick,,2015-2016
2015226,Shokry Naguib,,Home,Mohamed Rizk,Pass,,2015-2016
2015227,Mario Martínez,,Away,,Unknown,,2015-2016
2015227,Salah Soliman,,Away,Ahmed Refaat,Unknown,,2015-2016
2015227,Mario Martínez,,Away,,Unknown,,2015-2016
2015228,Hermann Kouao,,Home,Mohamed Abdelmaguid,Header,,2015-2016
2015228,Hesham Shehata,1,Away,Islam Gamal,Unknown,,2015-2016
2015229,Kahraba,,Home,Emmanuel Mayuka,Unknown,,2015-2016
2015229,Emmanuel Mayuka,,Home,Mohamed Ibrahim,Cross,,2015-2016
2015229,Asem Salah,,Away,,Unknown,,2015-2016
2015230,Dodo Elgabas,,Home,Mostafa Talaat,Unknown,,2015-2016
2015230,Hossam Hassan,,Away,Ahmed Fawzy,Cross,,2015-2016
2015232,Marwan Mohsen,,Home,Mohamed Dabash,Handball ,1,2015-2016
2015233,Rami Rabia,,Away,Abdallah El Said,Corner,,2015-2016
2015233,Momen Zakaria,,Away,Walid Soliman,Cross,,2015-2016
2015233,Momen Zakaria,,Away,Malick Evouna,Pass,,2015-2016
2015233,Ahmed Saad,1,Away,Ahmed Fathi,Corner,,2015-2016
2015234,Amr Marei,,Away,Abdelaziz Mousa,Pass,,2015-2016
2015235,Emmanuel Mayuka,,Away,Mohamed Ibrahim,Pass,,2015-2016
2015235,Ahmed Hamoudi,,Away,,Unknown,,2015-2016
2015236,Junior Mapuku,,Away,Florent Malouda,Pass,,2015-2016
2015237,Ahmed Shedid Kenawi,,Home,Mohamed Rizk,Free kick,,2015-2016
2015238,Hermann Kouao,,Away,Ashour El Adham,Pass,,2015-2016
2015238,Osama Mohamed,,Home,Mohamed Ragab,Penalty,1,2015-2016
2015238,James Owoboskini,,Home,Osama Mohamed,Cross,,2015-2016
2015238,Ahmed Magdy,,Home,James Owoboskini,Pass,,2015-2016
2015241,Shamama,,Home,Mohamed Bassiouny,Penalty,1,2015-2016
2015241,Shamama,,Home,Salah Rico,Cross,,2015-2016
2015241,Omar Gamal,,Away,Ramy Adel,Unknown,,2015-2016
2015241,Ahmed Ali,,Away,Fathi Mabrouk,Corner,,2015-2016
2015242,Shawky El Said,,Away,Ahmed Samir Farag,Corner,,2015-2016
2015242,Hussein El Shahat,,Home,Mahmoud Wahid,Cross,,2015-2016
2015242,Emmanuel Banahene,,Away,Ibrahim Hassan,Pass,,2015-2016
2015242,Nana Poku,,Home,Mido Gaber,Cross,,2015-2016
2015242,Nana Poku,,Home,Mido Gaber,Pass,,2015-2016
2015243,Mohamed Fathi,,Home,Ahmed Hany,Pass,,2015-2016
2015243,Mahmoud Kaoud,,Away,Mario Martínez,Free kick,,2015-2016
2015243,Salah Ashour,,Away,Joël Lamah,Unknown,,2015-2016
2015243,Marwan Mohsen,,Home,Ibrahim Hassan,Cross,,2015-2016
2015244,Ahmed Ali,,Home,Mohamed Fadl,Header,,2015-2016
2015244,Ahmed Raouf,,Away,Abdallah Gomaa Awad,Cross,,2015-2016
2015244,Ahmed Ali,,Home,Omar Gamal,Cross,,2015-2016
2015245,Ragab Nabil,,Away,Mostafa Talaat,Free kick,,2015-2016
2015245,Dodo Elgabas,,Away,Mohamed Helal,Pass,,2015-2016
2015246,Mohamed Ibrahim,,Home,Emmanuel Mayuka,Pass,,2015-2016
2015246,Mohamed Ibrahim,,Home,Ahmed Hamoudi,Pass,,2015-2016
2015247,Rami Rabia,,Away,Ahmed Fathi,Corner,,2015-2016
2015247,Malick Evouna,,Away,Ahmed Fathi,Cross,,2015-2016
2015247,Abdallah El Said,,Away,Ahmed Hegazy,Header,,2015-2016
2015247,Momen Zakaria,,Away,Ramadan Sobhi,Pass,,2015-2016
2015248,Asem Said,,Home,,Unknown,,2015-2016
2015249,Mohamed Rizk,,Home,,Unknown,,2015-2016
2015249,Mostafa Kalosha,,Away,Khaled Kassab,Penalty,1,2015-2016
2015249,Ahmed Eid,,Home,Arafa El Sayed,Penalty,1,2015-2016
2015250,Mahmoud Sayed,,Away,Mansou Kouakou,Pass,,2015-2016
2015250,Salah Amin,,Home,,Unknown,,2015-2016
2015251,Abdul Latif Abubakari,1,Home,Ashour El Adham,Cross,,2015-2016
2015252,Mohamed Sherif,,Home,Junior Mapuku,Pass,,2015-2016
2015253,Ahmed Magdy,1,Home,Walid Soliman,Unknown,,2015-2016
2015253,John Antwi,,Home,Sabri Rahil,Cross,,2015-2016
2015254,Ahmed Sedik,,Away,,Unknown,,2015-2016
2015254,Ahmed Raouf,,Home,Ahmed Kaboria,Free kick,,2015-2016
2015254,Ahmed Gomaa,,Home,Ahmed Kaboria,Cross,,2015-2016
2015254,Said Mourad,,Home,,Unknown,,2015-2016
2015254,Saleh Mousa,,Away,Asem Said,Pass,,2015-2016
2015255,Hossam Abdel-Aal,,Home,Samuel Owusu,Penalty,1,2015-2016
2015255,Omar Kamal,,Home,Khaled El Ghandour,Pass,,2015-2016
2015256,Islam Masoud,,Away,Amr Othman,Unknown,,2015-2016
2015258,Ramy Adel,,Away,Ahmed Ali,Penalty,1,2015-2016
2015258,Mohamed Shaaban,,Away,Mohamed Fadl,Pass,,2015-2016
2015259,Kahraba,,Away,,Unknown,,2015-2016
2015259,Basem Morsy,,Away,Kahraba,Pass,,2015-2016
2015259,Elsayed Hamdi,,Home,Hosny Fathi,Cross,,2015-2016
2015259,Kahraba,,Away,Mostafa Fathi,Pass,,2015-2016
2015260,Ahmed Refaat,,Home,Mohamed Nasef,Cross,,2015-2016
2015260,Ahmed Abdelzaher,,Home,Mohamed Nasef,Cross,,2015-2016
2015260,Joël Lamah,,Home,Osama Ibrahim,Cross,,2015-2016
2015261,Ashour El Adham,,Home,,Unknown,,2015-2016
2015262,Ibrahim Hassan,,Home,Marwan Mohsen,Cross,,2015-2016
2015262,Ahmed Raouf,,Away,Said Mourad,Pass,,2015-2016
2015263,Mohamed Hamdi,,Away,Ahmed Homos,Cross,,2015-2016
2015264,James Owoboskini,,Away,Ayman Said,Corner,,2015-2016
2015264,Mohamed Khalifa,,Home,Mohamed Fakhri,Corner,,2015-2016
2015265,Mahmoud Fathallah,,Home,Walid Hassan,Penalty,1,2015-2016
2015265,Mahmoud Alaa,,Away,Junior Mapuku,Pass,,2015-2016
2015266,Shokry Naguib,1,Home,,Unknown,,2015-2016
2015267,Malick Evouna,,Away,Abdallah El Said,Unknown,,2015-2016
2015267,Malick Evouna,,Away,Walid Soliman,Unknown,,2015-2016
2015267,Momen Zakaria,,Away,Malick Evouna,Cross,,2015-2016
2015268,Kahraba,,Home,Mohamed Adel Gomaa,Cross,,2015-2016
2015270,Hossam Hassan,,Home,Mahmoud Sayed,Cross,,2015-2016
2015270,Emmanuel Banahene,,Away,Ibrahim Hassan,Cross,,2015-2016
2015270,Taha Adel,,Away,Emad Hamdi,Header,,2015-2016
2015270,Karim Bambo,,Away,Ibrahim Hassan,Cross,,2015-2016
2015270,Hossam Paulo,,Home,Taha Adel,Handball ,1,2015-2016
2015270,Hossam Paulo,,Home,Ahmed Temsah,Cross,,2015-2016
2015271,Karim Mostafa,,Away,Karim El Deeb,Cross,,2015-2016
2015271,Mahmoud Alaa,,Home,Florent Malouda,Cross,,2015-2016
2015272,Mohamed Farouk,,Away,Mahmoud Mubarak,Cross,,2015-2016
2015272,Belal Gamal,,Home,Amr Hassan,Free kick,,2015-2016
2015272,Hossam Hassan,1,Away,,Unknown,,2015-2016
2015273,Malick Evouna,,Home,Momen Zakaria,Pass,,2015-2016
2015273,Malick Evouna,,Home,,Unknown,,2015-2016
2015274,Hesham Mohamed,,Home,,Unknown,,2015-2016
2015275,Arafa El Sayed,,Away,Mohamed Rizk,Pass,,2015-2016
2015275,Ahmed Abdelzaher,,Home,,Unknown,,2015-2016
2015275,Ibrahim Yehia,,Home,Osama Ibrahim,Corner,,2015-2016
2015276,Mohamed Mosaad,,Home,Ahmed Kaboria,Pass,,2015-2016
2015276,Said Mourad,,Home,,Unknown,,2015-2016
2015277,Gedo,,Away,Shehab Ahmed,Pass,,2015-2016
2015277,Salah Amin,,Away,Shehab Ahmed,Pass,,2015-2016
2015278,Mohamed Ibrahim,,Away,Kahraba,Pass,,2015-2016
2015278,Basem Morsy,,Away,Ahmed Adel,Handball ,1,2015-2016
2015278,Mostafa Fathi,,Away,Mohamed Ibrahim,Pass,,2015-2016
2015278,Said Kamal,,Home,,Unknown,,2015-2016
2015278,Salah Rico,,Home,,Unknown,,2015-2016
2015280,Gedo,,Away,Salah Amin,Pass,,2015-2016
2015280,Ahmed Magdy,,Away,,Unknown,,2015-2016
2015280,Mahmoud Fathallah,,Away,Hassan El Shami,Corner,,2015-2016
2015281,Islam Fouad,,Home,Gebna,Pass,,2015-2016
2015281,Islam Fouad,,Home,Onosh,Pass,,2015-2016
2015282,Shemeles Bekele,,Home,Osama Mohamed,Free kick,,2015-2016
2015282,Shemeles Bekele,,Home,Mohamed Ramadan,Pass,,2015-2016
2015282,Omar Najdi,,Away,Hussein El Shahat,Cross,,2015-2016
2015282,Omar Najdi,,Away,,Unknown,,2015-2016
2015282,Shemeles Bekele,,Home,Belal Gamal,Cross,,2015-2016
2015283,Amr Marei,,Home,,Unknown,,2015-2016
2015283,Asem Said,,Home,Mohamed Gamal Treka,Pass,,2015-2016
2015284,Mohamed Hamdi,,Away,Hossam Hassan,Penalty,1,2015-2016
2015285,Ahmed Eid,,Home,Mohamed Said,Handball ,1,2015-2016
2015285,Ahmed Eid,,Home,Mohamed Ashraf Roqa,Pass,,2015-2016
2015286,Ramadan Sobhi,,Away,Momen Zakaria,Header,,2015-2016
2015286,Walid Soliman,,Away,,Unknown,,2015-2016
2015286,Emmanuel Banahene,,Home,Islam Gamal,Header,,2015-2016
2015287,Mohamed Mosaad,,Away,,Unknown,,2015-2016
2015287,Mohamed Ibrahim,,Home,,Unknown,,2015-2016
2015287,Mohamed Ashraf,,Away,Mohamed Mosaad,Unknown,,2015-2016
2015287,Basem Morsy,,Home,,Unknown,,2015-2016
2015288,Yaya Traoré,,Home,,Unknown,,2015-2016
2015288,Omar Kamal,,Home,Said Kamal,Cross,,2015-2016
2015288,Yaya Traoré,,Home,Mohamed Abdelsalam,Free kick,,2015-2016
2015289,Momen Atef,,Home,,Unknown,,2015-2016
2015290,Islam Fouad,,Away,,Unknown,,2015-2016
2015290,Salah Amin,,Home,Mohamed Farouk,Cross,,2015-2016
2015290,Mahmoud Fathallah,,Home,Shehab Ahmed,Penalty,1,2015-2016
2015291,Amr El Halwani,,Home,,Unknown,,2015-2016
2015292,Hussein Ragab,,Away,Hussein El Shahat,Corner,,2015-2016
2015292,Ahmed Abdelkader,,Home,Ahmed Abdelkader,Penalty,1,2015-2016
2015293,Hosny Abd Rabo,,Away,,Unknown,,2015-2016
2015293,Ibrahim Hassan,,Away,Abdelrahman Hassan,Pass,,2015-2016
2015295,Emad Meteb,,Home,Hossam Ghaly,Header,,2015-2016
2015295,Ahmed Elalfi,,Away,Youssef Obama,Cross,,2015-2016
2015296,Basem Morsy,,Away,Mohamed Ibrahim,Pass,,2015-2016
2015296,Mahmoud Ezzat,,Home,Ahmed Manga,Cross,,2015-2016
2015297,Mohamed El Shami,,Away,,Unknown,,2015-2016
2015297,Mohamed Ahmed,,Away,Afsha,Cross,,2015-2016
2015298,Shemeles Bekele,,Home,Ahmed Magdy,Pass,,2015-2016
2015298,Shemeles Bekele,,Home,Mostafa Shebeita,Header,,2015-2016
2015298,Mostafa Shebeita,,Home,,Unknown,,2015-2016
2015299,Emmanuel Banahene,,Home,Ahmed Samir Farag,Unknown,,2015-2016
2015299,Marwan Mohsen,,Home,Saad Hosny,Cross,,2015-2016
2015300,Minusu Buba,,Home,Abdelaziz Mousa,Cross,,2015-2016
2015300,Mohamed Farouk,,Away,Ahmed Magdy,Cross,,2015-2016
2015300,Abdelrahman El Sewisi,,Home,Hossam Abdelgawad,Free kick,,2015-2016
2015301,Mohamed Fadl,,Home,Zizo,Penalty,1,2015-2016
2015302,Mohamed Mosaad,,Away,Ahmed Kaboria,Cross,,2015-2016
2015302,Mahdi Sobhi,,Home,Mohamed Yehia,Free kick,,2015-2016
2015302,Mohamed Ali,,Home,,Unknown,,2015-2016
2015302,Ahmed Yasser,,Away,,Unknown,,2015-2016
2015303,Hossam Paulo,,Away,Ahmed Temsah,Corner,,2015-2016
2015304,Mohamed Adel,,Home,Mohamed Abdelmaguid,Penalty,1,2015-2016
2015304,Stanley Ohawuchi,,Away,Florent Malouda,Corner,,2015-2016
2015304,Mahmoud Alaa,,Away,Florent Malouda,Free kick,,2015-2016
2015304,Hermann Kouao,,Home,Ahmed Naser,Cross,,2015-2016
2015304,Hossam Arafat,,Away,Omar Marmoush,Unknown,,2015-2016
2016000,Basem Eid,,Home,Mohamed Rizk,Penalty,1,2016-2017
2016000,Mohab Said,,Home,Omar Bassam,Pass,,2016-2017
2016001,Haytham El Fil,1,Away,Amr El Halwani,Free kick,,2016-2017
2016001,Joël Lamah,,Away,Mario Martínez,Cross,,2016-2017
2016001,Mario Martínez,,Away,Amr Marei,Cross,,2016-2017
2016001,Joël Lamah,,Away,Abdallah Gomaa,Pass,,2016-2017
2016002,Sayed Farid,,Away,Omar Saad,Corner,,2016-2017
2016002,Hossam Paulo,,Away,Ahmed Raouf,Cross,,2016-2017
2016002,Kenneth Ngwoke,,Home,Ali Afifi,Header,,2016-2017
2016003,Mohamed Shahin,,Home,Osama Mohamed,Cross,,2016-2017
2016004,Kabongo Kasongo,,Home,Mahmoud Shaaban,Cross,,2016-2017
2016004,Ahmed Ali,,Away,Ahmed Ali,Cross,,2016-2017
2016004,Mohamed Adel,,Home,,Unknown,,2016-2017
2016004,Ahmed El Sheikh Ittihad,,Home,,Unknown,,2016-2017
2016005,Ahmed Abdelzaher,,Home,Ahmed El Sheikh,Cross,,2016-2017
2016005,Ahmed El Sheikh,,Home,Hossam Ghaly,Handball ,1,2016-2017
2016005,Asem Said,,Home,Hesham Mohamed,Free kick,,2016-2017
2016006,Ahmed Eid,,Home,Ahmed Sabry,Cross,,2016-2017
2016006,Mohamed Ashraf,,Home,,Unknown,,2016-2017
2016006,Ahmed Samir,,Away,Ahmed Shokry,Free kick,,2016-2017
2016007,Abdallah El Said,,Home,Amr Gamal,Penalty,1,2016-2017
2016008,Basem Morsy,,Away,Mohamed Ibrahim,Cross,,2016-2017
2016009,Mahmoud Shaker,,Home,Mohamed Morsi,Penalty,1,2016-2017
2016010,Hosny Abd Rabo,,Home,Torric Jebrin,Penalty,1,2016-2017
2016011,Mohamed Naguib,,Away,Ali Maâloul,Corner,,2016-2017
2016011,Abdallah El Said,,Away,Ahmed Fathi,Cross,,2016-2017
2016012,Benjamin Acheampong,,Home,Ahmed Samir Farag,Corner,,2016-2017
2016012,Osama Mohamed,,Away,Mohamed Shahin,Penalty,1,2016-2017
2016013,Amr Marei,,Home,Mario Martínez,Pass,,2016-2017
2016013,Hossam Hassan,,Away,Kenneth Ngwoke,Penalty,1,2016-2017
2016013,Kenneth Ngwoke,,Away,Yaya Traoré,Pass,,2016-2017
2016013,Amr El Halwani,,Home,Amr Marei,Cross,,2016-2017
2016014,Ahmed Kaboria,,Home,Ahmed Shokry,Pass,,2016-2017
2016014,Onosh,,Home,Mohamed Hamdi,Unknown,,2016-2017
2016015,Hossam Arafat,,Home,Boubacar Diarra,Pass,,2016-2017
2016016,Hossam Hassan,,Home,,Unknown,,2016-2017
2016016,Hossam Paulo,,Home,Mahmoud Sayed,Cross,,2016-2017
2016017,Basem Morsy,,Home,Ayman Hefny,Penalty,1,2016-2017
2016017,Basem Morsy,,Home,,Unknown,,2016-2017
2016017,Mostafa Fathi,,Home,Ahmed Refaat,Pass,,2016-2017
2016018,Hossam Paulo,,Home,Ayman Ashraf,Corner,,2016-2017
2016018,Mohamed Gaber,,Away,,Unknown,,2016-2017
2016018,Mahmoud Shaker,,Away,Mohamed Morsi,Penalty,1,2016-2017
2016018,Mahmoud Sayed,,Home,Ahmed Temsah,Pass,,2016-2017
2016018,Hossam Paulo,,Home,Hossam Ghaly,Handball ,1,2016-2017
2016019,Ahmed Gomaa,,Away,Hamada Tolba,Cross,,2016-2017
2016020,Karim Nedved,,Home,,Unknown,,2016-2017
2016020,Mostafa Galal,,Away,Abdallah El Said,Handball ,1,2016-2017
2016020,Momen Zakaria,,Home,Ahmed Fathi,Cross,,2016-2017
2016021,Basem Eid,1,Home,,Unknown,,2016-2017
2016021,Osama Mohamed,,Home,Mohamed Ramadan,Unknown,,2016-2017
2016022,Emmanuel Banahene,,Away,Shokry Naguib,Pass,,2016-2017
2016022,Ahmed Eid,,Home,Mohamed Ashraf,Penalty,1,2016-2017
2016023,Ayman Hefny,,Away,Shikabala,Cross,,2016-2017
2016023,Shawky El Said,,Away,Ayman Hefny,Cross,,2016-2017
2016024,Ahmed El Sheikh,,Home,Ahmed El Sheikh,Penalty,1,2016-2017
2016024,Hesham Mohamed,,Home,Ahmed El Sheikh,Cross,,2016-2017
2016024,Ahmed El Sheikh,,Home,,Unknown,,2016-2017
2016025,Kabongo Kasongo,,Home,Ahmed El Sheikh Ittihad,Cross,,2016-2017
2016025,Ahmed El Sheikh Ittihad,,Home,Khaled Kamar,Pass,,2016-2017
2016025,Kabongo Kasongo,,Home,Khaled Kamar,Cross,,2016-2017
2016026,Gedo,,Away,Ahmed Ali,Cross,,2016-2017
2016026,Mohamed Farouk,,Away,Ahmed Ali,Pass,,2016-2017
2016028,Ashour El Adham,,Away,Hesham Shehata,Pass,,2016-2017
2016029,Ahmed El Sheikh,,Away,Mohamed Hamdi,Handball ,1,2016-2017
2016030,Mohamed Rizk,,Away,Ahmed Eid,Pass,,2016-2017
2016031,Ahmed Raouf,,Away,Ahmed Temsah,Cross,,2016-2017
2016031,Yasser Ibrahim,1,Home,Mario Martínez,Free kick,,2016-2017
2016031,Hossam Paulo,,Away,,Unknown,,2016-2017
2016031,Ahmed Raouf,,Away,Ahmed Temsah,Pass,,2016-2017
2016032,Elsayed Salem,,Home,,Unknown,,2016-2017
2016032,Mohamed Abou-Sheashaa,,Away,Salah Amin,Pass,,2016-2017
2016032,Omar El Said,,Away,Walid Hassan,Cross,,2016-2017
2016032,Mahmoud Alaa,,Home,Mahmoud Fathallah,Handball ,1,2016-2017
2016033,Mohamed Fathi,,Home,Ahmed El Saidy,Cross,,2016-2017
2016033,Patrick Addotey Addo,,Away,,Unknown,,2016-2017
2016034,John Antwi,,Away,Ali Maâloul,Cross,,2016-2017
2016034,Momen Zakaria,,Away,Hossam Ghaly,Pass,,2016-2017
2016035,Osama Ibrahim,,Home,Mohamed Ibrahim,Pass,,2016-2017
