match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty,Season 
2018238,Mostafa Mohamed,,Home,Amoory,Pass,,2018-2019
2018238,Ali El Zahdi,,Home,Islam Gamal,Pass,,2018-2019
2018238,Mostafa Mohamed,,Home,,Unknown,,2018-2019
2018239,Eric Traoré,,Away,Cristian Benavente,Unknown,,2018-2019
2018239,Eric Traoré,,Away,Omar Gaber,Unknown,,2018-2019
2018240,Ahmed Shokry,,Home,Ahmed Refaat,Pass,,2018-2019
2018241,Ali Maâloul,,Away,Geraldo,Cross,,2018-2019
2018241,Saleh Gomaa,,Away,Ramadan Sobhi,Pass,,2018-2019
2018242,Mahmoud Alaa,,Home,Hamdi Nagguez,Penalty,1,2018-2019
2018242,Benson Shilongo,,Away,,Unknown,,2018-2019
2018242,Zizo,,Home,,Unknown,,2018-2019
2018242,Omar El Said,,Home,Ferjani Sassi,Pass,,2018-2019
2018243,Ahmed Shedid Kenawi,,Home,Hamada Nasr,Penalty,1,2018-2019
2018243,Ahmed Samir,,Away,Ahmed Kaboria,Pass,,2018-2019
2018243,Karim Lala,,Home,Ahmed Magdy,Unknown,,2018-2019
2018244,Salah Amin,,Away,Halimo,Cross,,2018-2019
2018244,Ahmed Yasser Rayan,,Home,Mohamed Nadi,Unknown,,2018-2019
2018246,Cristian Benavente,,Home,Omar Gaber,Cross,,2018-2019
2018246,Omar Khribin,,Home,Cristian Benavente,Penalty,1,2018-2019
2018246,Mahmoud Metwaly,,Away,Karim Bambo,Penalty,1,2018-2019
2018246,Cristian Benavente,,Home,Keno,Cross,,2018-2019
2018247,Ahmed Refaat,,Away,Ibrahim Aboul-Yazid,Handball ,1,2018-2019
2018247,Mohamed Salem,,Home,,Unknown,,2018-2019
2018248,Ahmed Afifi,,Home,Mohamed Vieira Sanogo,Cross,,2018-2019
2018249,Ibrahim Kone,,Home,,Unknown,,2018-2019
2018249,Sayed Farid,,Away,Ahmed Fatouh,Free kick,,2018-2019
2018249,Sayed Farid,,Away,Eddy Emomo,Header,,2018-2019
2018250,Hamdy Fathy,,Home,Mahmoud Wahid,Cross,,2018-2019
2018250,Walid Azaro,,Home,Amr El Solia,Unknown,,2018-2019
2018250,John Antwi,,Away,Paulin Voavy,Cross,,2018-2019
2018251,Islam Abou-Salima,,Home,Saïdou Simporé,Cross,,2018-2019
2018251,Austin Amutu,,Home,Saïdou Simporé,Pass,,2018-2019
2018251,Mahmoud Alaa,,Away,Ahmed Hamed Shousha,Handball ,1,2018-2019
2018252,Mostafa Mohamed,,Home,Islam Gamal,Penalty,1,2018-2019
2018252,Ahmed Gaafar,,Home,Kareem Tarek,Pass,,2018-2019
2018252,Zizo,,Away,Ahmed Bahbah,Penalty,1,2018-2019
2018253,Ahmed Ali,,Home,Fady Nagah,Header,,2018-2019
2018254,Razack Cissé,,Home,Ahmed Tawfik,Header,,2018-2019
2018254,Eric Traoré,,Away,Omar Gaber,Cross,,2018-2019
2018254,Khaled Kamar,,Home,Khaled El Ghandour,Cross,,2018-2019
2018254,Eric Traoré,,Away,Nasser Mansy,Pass,,2018-2019
2018254,Eric Traoré,,Away,Cristian Benavente,Pass,,2018-2019
2018255,Sherif Reda,,Home,Derrick Nsibambi,Penalty,1,2018-2019
2018255,Sayed Farid,,Home,Sherif Reda,Free kick,,2018-2019
2018256,Austin Amutu,,Home,Amr Moussa,Cross,,2018-2019
2018256,Mahmoud Metwaly,,Away,Benson Shilongo,Pass,,2018-2019
2018257,Hamada Tolba,,Away,Ahmed Afifi,Corner,,2018-2019
2018257,Ahmed Zola,,Away,Shokry Naguib,Unknown,,2018-2019
2018257,Riga,,Home,Shemeles Bekele,Unknown,,2018-2019
2018258,Mahmoud Kaoud,,Home,Ahmed Shokry,Header,,2018-2019
2018258,Ahmed Refaat,,Home,Chadrack Muzungu,Penalty,1,2018-2019
2018258,Mahmoud Ghaly,,Home,Chadrack Muzungu,Cross,,2018-2019
2018258,Chadrack Muzungu,,Home,Mahmoud Toba,Unknown,,2018-2019
2018259,Walid Azaro,,Away,,Unknown,,2018-2019
2018259,Ramadan Sobhi,,Away,Geraldo,Cross,,2018-2019
2018260,Omar El Said,,Home,Mahmoud Abdelaziz,Pass,,2018-2019
2018260,Mahmoud Alaa,,Home,Khaled Reda,Handball ,1,2018-2019
2018260,Mohamed Helal,,Away,Ibrahima Ndiaye,Pass,,2018-2019
2018262,Luis Hinestroza,,Away,Seifeddine Jaziri,Unknown,,2018-2019
2018262,Mohamed Magli,,Away,Amir Abed,Unknown,,2018-2019
2018262,Ahmed Shedid Kenawi,,Home,Ibrahim Salah,Handball ,1,2018-2019
2018263,Islam Abdelnaim,,Home,,Unknown,,2018-2019
2018263,Mohamed Nadi,,Home,Gedo,Pass,,2018-2019
2018264,Derrick Nsibambi,,Away,,Unknown,,2018-2019
2018264,Derrick Nsibambi,,Away,Hossam Hassan,Pass,,2018-2019
2018265,Salah Amin,,Away,,Unknown,,2018-2019
2018265,Ahmed Afifi,,Home,,Unknown,,2018-2019
2018265,Ahmed Afifi,,Home,Ahmed Safi,Cross,,2018-2019
2018266,Hossam Arafat,,Home,Issahaku Yakubu,Cross,,2018-2019
2018266,Hossam Arafat,,Home,Issahaku Yakubu,Cross,,2018-2019
2018266,Ibrahima Ndiaye,,Home,Oussa,Unknown,,2018-2019
2018267,Omar Khribin,,Home,,Unknown,,2018-2019
2018267,Mahmoud Wadi,,Away,,Unknown,,2018-2019
2018268,Hussein El Shahat,,Home,Ahmed Fathi,Pass,,2018-2019
2018268,Marwan Mohsen,,Home,Ramadan Sobhi,Pass,,2018-2019
2018269,Bahaa Magdy,1,Home,Moses Odo,Cross,,2018-2019
2018269,Khalid Boutaïb,,Away,Ibrahim Hassan,Corner,,2018-2019
2018270,Khaled Kamar,,Away,,Unknown,,2018-2019
2018270,Khaled El Ghandour,,Away,Elsayed Salem,Cross,,2018-2019
2018270,Nour El Sayed,1,Home,Mahmoud Fathallah,Free kick,,2018-2019
2018271,Moses Odo,,Away,Ahmed Felix,Cross,,2018-2019
2018273,Abdallah El Said,,Away,Omar Khribin,Cross,,2018-2019
2018273,John Antwi,,Home,Mido Gaber,Cross,,2018-2019
2018275,Ahmed Ali,,Home,Luis Hinestroza,Cross,,2018-2019
2018275,Ahmed Ali,,Home,Hassan El Shami,Corner,,2018-2019
2018275,Mohamed Salem,,Away,Hossam Paulo,Pass,,2018-2019
2018275,Hossam Paulo,,Away,Mohamed Salem,Penalty,1,2018-2019
2018276,Walid Azaro,,Away,Geraldo,Header,,2018-2019
2018276,Islam Gamal,,Home,Mostafa Mohamed,Penalty,1,2018-2019
2018276,Ali Maâloul,,Away,Walid Soliman,Pass,,2018-2019
2018277,Ramy Sabry,,Home,Ahmed Shokry,Corner,,2018-2019
2018277,Shokry Naguib,,Away,Ahmed Zola,Penalty,1,2018-2019
2018277,Ramy Sabry,,Home,Ahmed Refaat,Corner,,2018-2019
2018278,Khalid Boutaïb,,Home,Kahraba,Cross,,2018-2019
2018278,Moaz El Henawy,,Away,Moussa Diawara,Penalty,1,2018-2019
2018279,Paulin Voavy,,Home,Salah Ashour,Cross,,2018-2019
2018279,Salah Amin,,Away,Islam El Far,Unknown,,2018-2019
2018279,John Antwi,,Home,Mido Gaber,Cross,,2018-2019
2018280,Ali Fawzi,,Away,Mohamed Ashraf Roqa,Cross,,2018-2019
2018281,Seifeddine Jaziri,,Away,Mohamed Magli,Cross,,2018-2019
2018281,Ahmed Yasser Rayan,,Home,Amr El Saadawy,Pass,,2018-2019
2018281,Gathouch Panom,1,Away,,Unknown,,2018-2019
2018281,Seifeddine Jaziri,,Away,Luis Hinestroza,Cross,,2018-2019
2018281,Ahmed Ali,,Away,Karim Mostafa,Penalty,1,2018-2019
2018283,Mostafa Gamal,,Away,Ibrahim Galal,Penalty,1,2018-2019
2018284,Mostafa Mohamed,,Away,Ahmed Safi,Handball ,1,2018-2019
2018285,Geraldo,,Home,,Unknown,,2018-2019
2018286,Kahraba,,Away,,Unknown,,2018-2019
2018286,Ibrahim Aboul-Yazid,,Home,,Unknown,,2018-2019
2018286,Youssef Obama,,Away,Mohamed Ibrahim,Cross,,2018-2019
2018287,Mohamed Helal,,Away,Ibrahima Ndiaye,Pass,,2018-2019
2018287,Eric Traoré,,Home,Ragab Bakar,Pass,,2018-2019
2018288,Karim Bambo,,Home,Mohamed El Shami,Pass,,2018-2019
2018288,Mahmoud Metwaly,,Home,Mostafa Fares,Penalty,1,2018-2019
2018289,Hussein Ragab,,Home,Islam Issa,Pass,,2018-2019
2018289,Mahmoud Wadi,,Home,Abdelnaser Mohamed,Corner,,2018-2019
2018289,Moaz El Henawy,,Away,Abdelnaser Mohamed,Handball ,1,2018-2019
2018289,Karim Lala,,Away,Mohamed Mosaad,Pass,,2018-2019
2018290,Hossam Hassan,,Home,Oumed Oukri,Pass,,2018-2019
2018290,Ragab Nabil,,Home,Ahmed Fatouh,Free kick,,2018-2019
2018291,Kareem Tarek,,Home,Asem Salah,Pass,,2018-2019
2018291,Bousha,,Home,Mostafa Mohamed,Pass,,2018-2019
2018291,Kareem Tarek,,Home,Bousha,Pass,,2018-2019
2018291,Mostafa Mohamed,,Home,Ahmed Kaboria,Pass,,2018-2019
2018292,Mohamed Helal,,Home,Issahaku Yakubu,Cross,,2018-2019
2018292,Emam Ashour,,Away,Amadaiya Rennie,Cross,,2018-2019
2018293,Ahmed Shokry,,Home,,Unknown,,2018-2019
2018293,Ahmed Shokry,,Home,,Unknown,,2018-2019
2018293,Mido Gaber,,Away,Paulin Voavy,Penalty,1,2018-2019
2018294,Mohamed Farouk,,Home,Abdallah El Said,Corner,,2018-2019
2018294,Jhon Cifuente,,Home,Omar Khribin,Pass,,2018-2019
2018295,Tarek Hamed,,Away,Mohamed Ibrahim,Pass,,2018-2019
2018295,Ahmed Yasser Rayan,,Home,Mahmoud Shabrawy,Cross,,2018-2019
2018295,Mahmoud Shabrawy,,Home,Akram Tawfik,Pass,,2018-2019
2018295,Mahmoud Abdelaziz,,Away,Tarek Hamed,Cross,,2018-2019
2018296,Ali Maâloul,,Away,Walid Soliman,Free kick,,2018-2019
2018296,Hussein El Shahat,,Away,Saleh Gomaa,Pass,,2018-2019
2018296,Hussein El Shahat,,Away,Walid Azaro,Pass,,2018-2019
2018296,Seifeddine Jaziri,,Home,Karim Mostafa,Pass,,2018-2019
2018297,Saïdou Simporé,,Away,Ahmed Bahbah,Handball ,1,2018-2019
2018297,Amr Moussa,,Away,Abdelnaser Mohamed,Free kick,,2018-2019
2018297,Saïdou Simporé,,Away,,Unknown,,2018-2019
2018298,Salah Amin,,Home,,Unknown,,2018-2019
2018298,Omar Saviola,,Away,,Unknown,,2018-2019
2018299,Mostafa Mohamed,,Away,,Unknown,,2018-2019
2018299,Shemeles Bekele,,Home,Hany Said,Pass,,2018-2019
2018301,Eric Traoré,,Away,Nabil Dunga,Pass,,2018-2019
2018301,Ibrahim Kone,,Home,,Unknown,,2018-2019
2018303,Mohamed Helal,,Away,,Unknown,1,2018-2019
2018303,Ibrahima Ndiaye,,Away,,Unknown,,2018-2019
2018303,Ahmed Magdy,,Home,,Unknown,,2018-2019
2018304,Razack Cissé,,Home,Mahmoud Shaaban,Cross,,2018-2019
2018304,Karim El Deeb,,Home,Razack Cissé,Pass,,2018-2019
2018304,Fares Megahed,1,Home,,Unknown,,2018-2019
2018304,Hossam Hassan,,Away,Oumed Oukri,Penalty,1,2018-2019
2018305,Ali Maâloul,,Home,,Unknown,,2018-2019
2019000,Seifeddine Jaziri,,Away,Mohamed Salem,Cross,,2019-2020
2019001,Gedo,1,Away,Abdelrahman Magdi,Free kick,,2019-2020
2019002,Omar Gaber,,Home,Abdallah El Said,Pass,,2019-2020
2019002,Abdallah El Said,,Home,Mohamed Farouk,Penalty,1,2019-2020
2019002,Abdallah El Said,,Home,Ragab Bakar,Pass,,2019-2020
2019002,Mohamed Farouk,,Home,Eric Traoré,Penalty,1,2019-2020
2019003,Khalid Aucho,,Away,Hosny Fathi,Cross,,2019-2020
2019003,Mahmoud Naim,,Home,Ahmed El-Saghiri,Pass,,2019-2020
2019003,Ahmed Abdelzaher,,Home,Ahmed El-Saghiri,Cross,,2019-2020
2019003,Amr Marei,,Away,Hosny Fathi,Cross,,2019-2020
2019003,Amr Marei,,Away,Mohamed Ibrahim,Pass,,2019-2020
2019004,Islam Fouad,,Away,Taddeo Lwanga,Unknown,,2019-2020
2019005,Mamadou Ndioko Niass,,Home,Ahmed Shedid Kenawi,Cross,,2019-2020
2019005,Moaz El Henawy,,Home,Ahmed Shedid Kenawi,Penalty,1,2019-2020
2019005,Mohamed Ragab,,Home,,Unknown,,2019-2020
2019006,Ahmed Sherwyda,,Away,Anthony Lokosa,Header,,2019-2020
2019006,Austin Amutu,,Home,Ahmed Yasser,Pass,,2019-2020
2019007,Ramadan Sobhi,,Away,Marwan Mohsen,Pass,,2019-2020
2019008,Mostafa Mohamed,,Home,Zizo,Cross,,2019-2020
2019009,Rafik Kabou,,Away,Abdelkabir El Ouadi,Cross,,2019-2020
2019009,Ahmed Said,,Away,Rafik Kabou,Cross,,2019-2020
2019009,Amr El Halwani,,Home,Ahmed Sherwyda,Penalty,1,2019-2020
2019009,Ahmed Sherwyda,,Home,Hassan Magdy,Pass,,2019-2020
2019010,Mohamed Sherif,,Home,Ahmed Shokry,Pass,,2019-2020
2019010,Talla Ndiaye,,Away,,Unknown,,2019-2020
2019012,Mahmoud Ezzat,,Away,Fawzi El Henawy,Free kick,,2019-2020
2019012,Taher Mohamed,,Home,Seifeddine Jaziri,Penalty,1,2019-2020
2019012,Hossam Hassan,,Away,Nasser Maher,Pass,,2019-2020
2019012,Seifeddine Jaziri,,Home,Abdelrahman Farouk,Cross,,2019-2020
2019013,Mahmoud Rizk,,Home,Khaled El Ghandour,Free kick,,2019-2020
2019014,Saïdou Simporé,,Away,Mahmoud Wadi,Penalty,1,2019-2020
2019014,Saïdou Simporé,,Away,Muftah Taktak,Penalty,1,2019-2020
2019014,Mohamed El Shami,,Home,,Unknown,,2019-2020
2019014,Ahmed Yasser,,Away,Mahmoud Wadi,Penalty,1,2019-2020
2019015,Ramadan Sobhi,,Home,Afsha,Pass,,2019-2020
2019015,Hussein El Shahat,,Home,Ramadan Sobhi,Pass,,2019-2020
2019015,Junior Ajayi,,Home,Ali Maâloul,Pass,,2019-2020
2019015,Walid Soliman,,Home,Hussein El Shahat,Pass,,2019-2020
2019016,Ibrahim Hassan,,Away,Abdallah El Said,Unknown,,2019-2020
2019016,Abdallah El Said,,Away,Amor Layouni,Pass,,2019-2020
2019016,Abdelrahman El Dah,,Home,,Unknown,1,2019-2020
2019017,Zizo,,Away,Ferjani Sassi,Pass,,2019-2020
2019018,Nasser Maher,,Home,Fawzi El Henawy,Pass,,2019-2020
2019018,Mohamed Sherif,,Away,Omar Saviola,Penalty,1,2019-2020
2019018,Hossam Hassan,,Home,Ahmed Fatouh,Pass,,2019-2020
2019019,Junior Ajayi,,Away,Afsha,Free kick,,2019-2020
2019019,Hussein El Shahat,,Away,Junior Ajayi,Unknown,,2019-2020
2019019,Hamdy Fathy,,Away,Afsha,Corner,,2019-2020
2019019,Afsha,,Away,Afsha,Penalty,1,2019-2020
2019019,Oumed Oukri,,Home,Elhusseini Samir,Cross,,2019-2020
2019019,Ramadan Sobhi,,Away,Ali Maâloul,Pass,,2019-2020
2019020,Benson Shilongo,,Away,Mohamed Hamdi,Pass,,2019-2020
2019021,Mohamed Salem,,Away,,Unknown,,2019-2020
2019022,Mahmoud Rizk,,Away,Ahmed Refaat,Corner,,2019-2020
2019023,Hosny Fathi,1,Home,Ahmed Magdy,Unknown,,2019-2020
2019024,Eric Traoré,,Away,Mohamed Farouk,Pass,,2019-2020
2019024,Talla Ndiaye,,Home,Nasser Mansy,Pass,,2019-2020
2019024,Kareem Tarek,,Home,Ahmed Daouda,Pass,,2019-2020
2019024,Mohamed Farouk,,Away,Abdallah El Said,Cross,,2019-2020
2019025,Amr El Halwani,,Home,,Unknown,,2019-2020
2019025,Abdelrahman El Dah,,Away,Islam Fouad,Unknown,,2019-2020
2019026,Achraf Bencharki,,Home,Youssef Obama,Pass,,2019-2020
2019026,Omar El Habashi,,Away,Islam Saleh,Pass,,2019-2020
2019028,Mohamed Ragab,,Away,Mohamed Vieira Sanogo,Unknown,,2019-2020
2019029,Salah Amin,,Home,Mohamed Mosaad,Penalty,1,2019-2020
2019031,Marwan Hamdi,,Away,Abdelkabir El Ouadi,Pass,,2019-2020
2019031,Khaled Kamar,,Home,,Unknown,,2019-2020
2019032,Amr El Halwani,,Away,,Unknown,,2019-2020
2019034,Mahmoud Sayed,,Home,Mohamed Salem,Pass,,2019-2020
2019034,Oumed Oukri,,Away,Mohamed Tarek,Cross,,2019-2020
2019034,Mohamed Samir,,Home,Farouck Kabore,Header,,2019-2020
2019036,Mohamed Salem,,Away,Seifeddine Jaziri,Cross,,2019-2020
2019036,Ferjani Sassi,,Home,Zizo,Corner,,2019-2020
2019036,Zizo,,Home,Tarek Hamed,Pass,,2019-2020
2019037,Abdallah El Said,,Away,Eric Traoré,Pass,,2019-2020
2019037,Eric Traoré,,Away,Abdallah El Said,Pass,,2019-2020
2019037,Abdallah El Said,,Away,,Unknown,,2019-2020
2019037,Moaz El Henawy,,Home,Mohamed Hamdi,Handball ,1,2019-2020
2019037,Mohamed Vieira Sanogo,,Home,Ahmed Shedid Kenawi,Unknown,,2019-2020
2019038,Emad Fathi,,Home,Mahmoud Wadi,Header,,2019-2020
2019038,Muftah Taktak,,Home,Ahmed Hamed Shousha,Pass,,2019-2020
2019039,Gebna,,Home,,Unknown,,2019-2020
2019040,Marwan Hamdi,,Home,Issahaku Yakubu,Cross,,2019-2020
2019040,Riga,,Home,Rafik Kabou,Cross,,2019-2020
2019040,Salah Ashour,,Away,Paulin Voavy,Pass,,2019-2020
2019040,Moses Odo,,Away,Salah Amin,Cross,,2019-2020
2019041,Walid Soliman,,Away,Ali Maâloul,Pass,,2019-2020
2019041,Walid Soliman,,Away,Marwan Mohsen,Unknown,,2019-2020
2019041,Walid Soliman,,Away,,Unknown,,2019-2020
2019041,Hussein El Shahat,,Away,Walid Azaro,Cross,,2019-2020
2019042,Ronald Ngah,,Home,,Unknown,,2019-2020
2019042,Ahmed Samir,,Away,Kareem Tarek,Pass,,2019-2020
2019042,Hossam Hassan,,Home,Karim Yehia,Cross,,2019-2020
2019044,Ahmed Refaat,,Away,Razack Cissé,Penalty,1,2019-2020
2019045,Mohamed Bassiouny,,Home,Mohamed Sherif,Unknown,,2019-2020
2019045,Mahmoud Alaa,,Away,Mohamed Ounajem,Penalty,1,2019-2020
2019045,Mohamed Sherif,,Home,Abdelrahman Amer,Pass,,2019-2020
2019046,Mostafa Soltan,,Home,Willis Furtado,Unknown,,2019-2020
2019047,Amr El Halwani,,Away,,Unknown,,2019-2020
2019047,Ahmed Sherwyda,,Away,Nana Antwi Manu,Pass,,2019-2020
2019047,Moses Odo,,Home,Hosny Fathi,Pass,,2019-2020
2019048,Hossam Hassan,,Away,Ahmed Homos,Pass,,2019-2020
2019048,Hossam Hassan,,Away,Mohamed Nadi,Cross,,2019-2020
2019048,Islam Fouad,,Home,Ehab Samir,Corner,,2019-2020
2019048,Mido Gamal,,Home,Ahmed Elalfi,Free kick,,2019-2020
2019049,John Antwi,,Home,Mohamed Farouk,Cross,,2019-2020
2019049,Oumed Oukri,,Away,Ahmed El-Saghiri,Pass,,2019-2020
2019049,Mohamed Farouk,,Home,Islam Issa,Cross,,2019-2020
2019049,Oumed Oukri,,Away,Ahmed Abdelzaher,Pass,,2019-2020
2019051,Mohamed Salem,,Home,Mohamed Talaat,Unknown,,2019-2020
2019051,Mohamed Salem,,Home,Maarouf Yussuf,Cross,,2019-2020
2019052,Mahmoud Rizk,,Home,,Unknown,,2019-2020
2019052,Emmanuel Okwi,,Home,,Unknown,,2019-2020
2019052,Razack Cissé,,Home,Khaled Kamar,Unknown,,2019-2020
2019053,Ali Maâloul,,Home,Ali Maâloul,Penalty,1,2019-2020
2019053,Junior Ajayi,,Home,Kahraba,Pass,,2019-2020
2019053,Kahraba,,Home,Junior Ajayi,Pass,,2019-2020
2019054,Ramy Sabry,,Away,Abdelrahman Amer,Free kick,,2019-2020
2019054,Ramy Sabry,,Away,Abdelrahman Amer,Cross,,2019-2020
2019054,Mohamed Sherif,,Away,,Unknown,,2019-2020
2019054,Mohamed Rizk,,Away,Mohamed Sherif,Pass,,2019-2020
2019054,Amoory,,Home,Allan Kyambadde,Unknown,,2019-2020
2019055,Nasser Maher,,Away,,Unknown,,2019-2020
2019055,Basem Morsy,,Home,Mohamed Vieira Sanogo,Unknown,,2019-2020
2019057,Mohamed El Shami,,Home,Abdelrahman Magdi,Corner,,2019-2020
2019057,Mohamed Hashem,,Home,Humam Tariq,Cross,,2019-2020
2019058,Ramadan Sobhi,,Away,,Unknown,,2019-2020
2019058,Walid Azaro,,Away,Hussein El Shahat,Pass,,2019-2020
2019058,Ahmed El Sheikh,,Away,Amr El Solia,Pass,,2019-2020
2019060,Mohamed Samir,,Away,Seifeddine Jaziri,Penalty,1,2019-2020
2019061,Mostafa Mohamed,,Home,Mohamed Ounajem,Cross,,2019-2020
2019061,Mahmoud Alaa,,Home,Achraf Bencharki,Penalty,1,2019-2020
2019062,Ahmed Samir,,Away,Amr Gamal,Pass,,2019-2020
2019062,Fady Farid,,Home,,Unknown,,2019-2020
2019063,Humam Tariq,,Away,Mohamed El Shami,Pass,,2019-2020
2019064,Nasser Maher,,Home,Islam Gamal,Penalty,1,2019-2020
2019065,Amr El Solia,,Home,,Unknown,,2019-2020
2019066,Mamadou Ndioko Niass,,Away,,Unknown,,2019-2020
2019067,Marwan Hamdi,,Away,,Unknown,,2019-2020
2019068,Ahmed Refaat,,Away,Razack Cissé,Penalty,1,2019-2020
2019068,Salah Amin,,Home,Moses Odo,Pass,,2019-2020
2019068,Ahmed Refaat,,Away,Khaled Kamar,Pass,,2019-2020
2019068,Moses Odo,,Home,Salah Ashour,Pass,,2019-2020
2019068,Razack Cissé,,Away,Ahmed Refaat,Pass,,2019-2020
2019069,Mohamed Shehata,,Home,Kareem Tarek,Unknown,,2019-2020
2019069,Mostafa Mohamed,,Away,Youssef Obama,Unknown,,2019-2020
2019069,Nasser Mansy,,Home,,Unknown,,2019-2020
2019069,Ahmed Samir,,Home,Asem Salah,Unknown,,2019-2020
2019069,Karim Bambo,,Away,Youssef Obama,Unknown,,2019-2020
2019070,Ahmed Hamdi,,Away,Ahmed Yasser Rayan,Pass,,2019-2020
2019070,Abdallah El Said,,Home,Mohamed Hamdi,Cross,,2019-2020
2019070,Ahmed Yasser Rayan,,Away,Ahmed Hamdi,Cross,,2019-2020
2019070,Abdallah El Said,,Home,John Antwi,Header,,2019-2020
2019070,Walter Bwalya,,Away,Allan Kyambadde,Cross,,2019-2020
2019071,Mohamed Sherif,,Home,,Unknown,,2019-2020
2019072,Walid Soliman,,Away,Mohamed Hany,Cross,,2019-2020
2019073,Mohamed Adel,,Away,Ahmed Shedid Kenawi,Cross,,2019-2020
2019074,Mohamed Salem,,Away,Karim Mostafa,Pass,,2019-2020
2019075,Mahmoud Rambo,,Away,Hesham Abdelhamid,Pass,,2019-2020
2019075,Mahmoud Shabana,1,Home,Khaled Kamar,Header,,2019-2020
2019075,Mahmoud Rizk,,Home,Ahmed Refaat,Corner,,2019-2020
2019076,Mohamed El Shazly,,Away,Ahmed Elalfi,Corner,,2019-2020
2019076,Essam Sobhy,,Home,Mohamed Ramadan,Penalty,1,2019-2020
2019078,Amr Barakat,,Home,Ahmed Hamdi,Pass,,2019-2020
2019078,Akram Tawfik,,Home,,Unknown,,2019-2020
2019079,Abdelkabir El Ouadi,,Home,,Unknown,,2019-2020
2019079,Rafik Kabou,,Home,Issahaku Yakubu,Pass,,2019-2020
2019079,Mohamed Sherif,,Away,Abdelrahman Emad,Pass,,2019-2020
2019079,Mahmoud Kaoud,,Away,Karim Fouad,Cross,,2019-2020
2019079,Mohamed Sherif,,Away,Osama Galal,Pass,,2019-2020
2019080,Abdallah El Said,,Away,,Unknown,,2019-2020
2019080,Hassan Ali,,Home,,Unknown,,2019-2020
2019081,Seifeddine Jaziri,,Home,Amir Abed,Cross,,2019-2020
2019081,Mohamed Samir,,Home,,Unknown,,2019-2020
2019082,Ahmed El Sheikh,,Home,Ali Maâloul,Corner,,2019-2020
2019082,Afsha,,Home,Junior Ajayi,Pass,,2019-2020
2019082,Walid Azaro,,Home,Mohamed Hany,Cross,,2019-2020
2019082,Ali Maâloul,,Home,Mahmoud Rizk,Handball ,1,2019-2020
2019083,Mohamed El Sabahi,,Away,,Unknown,,2019-2020
2019083,Onosh,,Home,Ahmed Elalfi,Header,,2019-2020
2019083,Mohamed El Sabahi,,Away,Badara Sylla,Pass,,2019-2020
2019083,Abdelrahman El Dah,,Home,Onosh,Penalty,1,2019-2020
2019084,Ahmed El Sheikh,,Home,,Unknown,1,2019-2020
2019084,Ouka,1,Away,Mido Gaber,Cross,,2019-2020
2019084,Mido Gaber,,Away,Moses Odo,Penalty,1,2019-2020
2019084,Reda El Weeshi,,Home,Abdelrahman Gondaya,Pass,,2019-2020
2019087,Ahmed Yasser,,Away,Muftah Taktak,Unknown,,2019-2020
2019088,Ronald Ngah,,Home,Mohammed Al-Tarhouni,Pass,,2019-2020
2019088,Mohammed Al-Tarhouni,,Home,Hossam Hassan,Pass,,2019-2020
2019088,Ahmed Hamdi,,Away,,Unknown,,2019-2020
2019089,Abdallah El Said,,Home,Ibrahim Hassan,Penalty,1,2019-2020
2019090,Mahmoud Rambo,,Home,Ahmed Youssef,Unknown,,2019-2020
2019090,Ahmed El Sheikh,,Home,,Unknown,1,2019-2020
2019090,Ahmed Kattawy,,Away,Hossam Ghaly,Unknown,,2019-2020
2019092,Mohamed Samir,,Away,,Unknown,,2019-2020
2019093,Emad Hamdi,,Home,Mohamed Hashem,Unknown,,2019-2020
2019093,Ramy Sabry,,Away,Omar Saviola,Penalty,1,2019-2020
2019094,Ali Maâloul,,Away,,Unknown,1,2019-2020
2019094,Afsha,,Away,,Unknown,,2019-2020
2019095,Ahmed Sherwyda,,Home,Mohamed Osama,Pass,,2019-2020
2019096,Hossam Hassan,,Away,Khaled Abdelfattah,Cross,,2019-2020
2019096,Saïdou Simporé,,Home,,Unknown,1,2019-2020
2019096,Mahmoud Wadi,,Home,Omar Kamal,Unknown,,2019-2020
2019097,Mostafa Mohamed,,Home,Tarek Hamed,Pass,,2019-2020
2019097,Zizo,,Home,Youssef Obama,Pass,,2019-2020
2019098,Ahmed Kaboria,,Away,Kareem Tarek,Pass,,2019-2020
2019098,Riga,,Home,,Unknown,,2019-2020
2019098,Talla Ndiaye,,Away,Ahmed Zola,Unknown,,2019-2020
2019098,Talla Ndiaye,,Away,Ahmed Kaboria,Free kick,,2019-2020
2019099,Seifeddine Jaziri,,Home,,Unknown,,2019-2020
2019099,Mostafa Shebeita,,Away,,Unknown,,2019-2020
2019100,Omar El Said,,Away,Islam Gaber,Pass,,2019-2020
2019100,Walid Adel,,Home,,Unknown,,2019-2020
2019100,Walid Adel,,Home,Onosh,Penalty,1,2019-2020
2019100,Mohamed Ounajem,,Away,Zizo,Cross,,2019-2020
2019100,Zizo,,Away,Achraf Bencharki,Unknown,,2019-2020
2019101,Junior Ajayi,,Home,,Unknown,,2019-2020
2019101,Marwan Mohsen,,Home,Afsha,Unknown,,2019-2020
2019101,Marwan Mohsen,,Home,Afsha,Unknown,,2019-2020
2019101,Ahmed El Sheikh,,Away,,Unknown,,2019-2020
2019102,Mohamed El Sabahi,,Home,Abdelaziz Emam,Penalty,1,2019-2020
